GEOID,label,TRACTCE10,NAME10,NAMELSAD10,INTPTLAT,INTPTLONG,long+,long-,lat+,lat-,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,YEAR STRUCTURE BUILT Built 2014 or later,YEAR STRUCTURE BUILT Built 2010 to 2013,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Percent bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,American Indian and Alaska Native,Asian,Hispanic or Latino (of any race),Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Homeowner vacancy rate,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total households,Total population,Sex ratio (males per 100 females),Median age (years),relation_max_fee,relation_min_fee
17031830900.00,0.00,830900.00,8309.00,Census Tract 8309,41.93,-87.68,-87.68,-87.69,41.93,41.93,0.00,0.02,0.05,0.03,0.07,0.05,0.04,0.13,0.24,0.19,0.13,0.01,0.03,0.01,0.95,0.84,0.00,0.01,0.46,0.13,0.39,0.09,0.31,0.07,0.00,0.01,0.76,0.04,0.51,0.39,0.07,0.02,0.66,0.24,0.11,0.82,0.02,0.00,0.04,0.34,168.00,248.00,36.40,96553.00,119599.00,1386.00,2.60,3.40,4.60,361500.00,2316.00,925.00,1378.00,2788.00,625.00,526.00,1237.00,2794.00,109.80,34.30,1541.00,1017.00
17031831000.00,0.00,831000.00,8310.00,Census Tract 8310,41.91,-87.68,-87.67,-87.68,41.92,41.91,0.00,0.01,0.03,0.03,0.02,0.03,0.05,0.16,0.34,0.18,0.13,0.04,0.00,0.00,0.97,0.95,0.01,0.03,0.38,0.18,0.48,0.12,0.19,0.05,0.00,0.00,0.81,0.02,0.54,0.47,0.01,0.00,0.85,0.40,0.06,0.88,0.03,0.00,0.07,0.08,182.00,181.00,33.00,152794.00,213135.00,1140.00,0.00,0.00,4.80,610800.00,2879.00,1190.00,1856.00,2209.00,230.00,198.00,1068.00,2209.00,104.90,34.20,2097.00,1336.00
17031831100.00,0.00,831100.00,8311.00,Census Tract 8311,41.94,-87.72,-87.71,-87.72,41.95,41.94,0.01,0.05,0.14,0.01,0.13,0.06,0.02,0.05,0.10,0.18,0.15,0.07,0.02,0.06,0.78,0.52,0.00,0.01,0.59,0.06,0.51,0.15,0.29,0.08,0.03,0.01,0.73,0.07,0.48,0.45,0.18,0.08,0.30,0.11,0.15,0.81,0.00,0.00,0.07,0.59,568.00,875.00,33.50,56328.00,75423.00,2954.00,0.00,4.80,5.30,313100.00,2044.00,748.00,1012.00,7870.00,3364.00,3121.00,2724.00,7875.00,92.90,32.90,1088.00,936.00
17031831200.00,0.00,831200.00,8312.00,Census Tract 8312,41.92,-87.73,-87.73,-87.74,41.92,41.91,0.00,0.03,0.21,0.02,0.08,0.11,0.00,0.03,0.09,0.22,0.14,0.06,0.02,0.11,0.74,0.34,0.00,0.00,0.62,0.06,0.38,0.17,0.32,0.09,0.05,0.03,0.79,0.10,0.45,0.43,0.26,0.15,0.17,0.05,0.14,0.41,0.07,0.00,0.01,0.87,629.00,818.00,36.70,36190.00,52699.00,1628.00,0.00,4.70,5.10,181500.00,1849.00,661.00,938.00,5034.00,2351.00,2194.00,1405.00,5051.00,111.80,30.80,1103.00,880.00
17031831300.00,0.00,831300.00,8313.00,Census Tract 8313,41.91,-87.74,-87.74,-87.75,41.91,41.91,0.00,0.00,0.19,0.00,0.15,0.07,0.02,0.03,0.14,0.29,0.02,0.04,0.05,0.11,0.85,0.50,0.00,0.00,0.54,0.13,0.25,0.22,0.26,0.08,0.08,0.00,0.96,0.03,0.52,0.42,0.13,0.20,0.12,0.19,0.15,0.12,0.47,0.01,0.00,0.49,61.00,88.00,29.50,35375.00,40033.00,392.00,0.00,0.00,4.90,114200.00,1286.00,0.00,825.00,1043.00,115.00,56.00,351.00,1043.00,94.60,35.00,994.00,880.00
17031831400.00,0.00,831400.00,8314.00,Census Tract 8314,41.87,-87.76,-87.75,-87.76,41.87,41.87,0.00,0.00,0.12,0.03,0.10,0.14,0.01,0.04,0.14,0.28,0.05,0.05,0.04,0.14,0.82,0.39,0.00,0.00,0.59,0.15,0.35,0.39,0.13,0.03,0.02,0.00,0.76,0.09,0.61,0.60,0.07,0.17,0.15,0.16,0.16,0.18,0.63,0.01,0.00,0.24,210.00,352.00,35.20,33381.00,43947.00,1083.00,0.00,5.50,5.10,161400.00,1601.00,467.00,928.00,2725.00,363.00,293.00,967.00,3000.00,105.10,38.20,987.00,706.00
17031831500.00,0.00,831500.00,8315.00,Census Tract 8315,41.93,-87.79,-87.78,-87.79,41.93,41.92,0.00,0.07,0.13,0.01,0.11,0.05,0.00,0.09,0.15,0.19,0.11,0.07,0.02,0.10,0.75,0.51,0.00,0.00,0.36,0.13,0.32,0.16,0.36,0.15,0.04,0.01,0.75,0.10,0.48,0.45,0.11,0.09,0.21,0.06,0.08,0.72,0.05,0.00,0.05,0.65,407.00,430.00,41.70,57847.00,66523.00,1341.00,0.00,1.80,5.00,185500.00,1659.00,616.00,1000.00,3524.00,1385.00,1361.00,1195.00,3540.00,89.00,33.70,1117.00,739.00
17031831600.00,0.00,831600.00,8316.00,Census Tract 8316,41.93,-87.80,-87.79,-87.80,41.93,41.92,0.00,0.13,0.11,0.02,0.10,0.12,0.03,0.08,0.09,0.10,0.11,0.08,0.05,0.10,0.86,0.54,0.00,0.00,0.52,0.10,0.27,0.16,0.30,0.11,0.02,0.02,0.75,0.15,0.39,0.37,0.16,0.12,0.13,0.09,0.19,0.58,0.06,0.01,0.02,0.68,463.00,1096.00,35.60,42077.00,71902.00,2724.00,3.10,3.10,4.90,238100.00,1757.00,714.00,923.00,7563.00,2327.00,1665.00,2418.00,7574.00,83.10,38.70,1117.00,739.00
17031831700.00,0.00,831700.00,8317.00,Census Tract 8317,41.95,-87.75,-87.74,-87.75,41.96,41.95,0.00,0.05,0.14,0.05,0.08,0.05,0.03,0.06,0.13,0.21,0.09,0.04,0.08,0.10,0.84,0.59,0.03,0.03,0.49,0.13,0.37,0.15,0.36,0.10,0.04,0.01,0.80,0.08,0.39,0.29,0.11,0.06,0.34,0.11,0.12,0.61,0.03,0.00,0.07,0.61,155.00,443.00,35.50,57727.00,69860.00,831.00,0.00,0.00,5.20,244700.00,2203.00,666.00,1067.00,2365.00,903.00,779.00,784.00,2365.00,96.10,34.80,1334.00,889.00
17031831800.00,0.00,831800.00,8318.00,Census Tract 8318,41.98,-87.72,-87.71,-87.72,41.98,41.98,0.00,0.01,0.08,0.01,0.09,0.10,0.02,0.05,0.05,0.35,0.10,0.12,0.02,0.07,0.91,0.62,0.00,0.00,0.55,0.10,0.35,0.15,0.34,0.09,0.00,0.02,0.61,0.09,0.38,0.35,0.08,0.03,0.50,0.16,0.18,0.59,0.04,0.00,0.25,0.24,631.00,654.00,32.60,60625.00,79090.00,2403.00,0.00,13.30,5.00,303000.00,2257.00,844.00,1060.00,6052.00,2749.00,2577.00,2151.00,6418.00,109.70,35.10,1137.00,967.00
17031831900.00,0.00,831900.00,8319.00,Census Tract 8319,41.95,-87.67,-87.67,-87.67,41.95,41.94,0.00,0.02,0.04,0.01,0.07,0.05,0.05,0.15,0.31,0.17,0.08,0.04,0.02,0.01,0.97,0.94,0.01,0.02,0.58,0.20,0.51,0.24,0.18,0.04,0.01,0.00,0.90,0.02,0.57,0.60,0.02,0.01,0.85,0.41,0.04,0.89,0.01,0.00,0.06,0.07,230.00,247.00,34.30,101612.00,160988.00,1485.00,2.80,10.80,4.50,467300.00,2754.00,1444.00,1757.00,2813.00,276.00,246.00,1259.00,2818.00,100.00,29.90,1880.00,1473.00
17031832000.00,0.00,832000.00,8320.00,Census Tract 8320,41.95,-87.65,-87.65,-87.66,41.95,41.94,0.00,0.01,0.06,0.03,0.09,0.02,0.05,0.11,0.28,0.19,0.09,0.03,0.03,0.02,0.95,0.91,0.00,0.02,0.59,0.22,0.61,0.22,0.18,0.04,0.00,0.01,0.87,0.01,0.71,0.68,0.00,0.02,0.81,0.43,0.03,0.90,0.02,0.00,0.07,0.07,78.00,57.00,34.40,105625.00,125315.00,882.00,3.20,4.70,4.50,475900.00,2601.00,960.00,1716.00,1786.00,179.00,174.00,822.00,1799.00,144.10,28.60,1966.00,1138.00
17031832100.00,0.00,832100.00,8321.00,Census Tract 8321,41.95,-87.65,-87.65,-87.66,41.96,41.95,0.00,0.00,0.04,0.02,0.08,0.06,0.03,0.15,0.25,0.18,0.12,0.05,0.02,0.09,0.89,0.78,0.00,0.00,0.73,0.22,0.49,0.38,0.12,0.03,0.00,0.00,0.76,0.06,0.71,0.73,0.02,0.00,0.69,0.31,0.04,0.74,0.18,0.01,0.06,0.09,165.00,121.00,32.20,69476.00,93856.00,1944.00,0.00,7.50,3.80,360000.00,2313.00,913.00,1138.00,3234.00,638.00,441.00,1729.00,3234.00,126.90,29.80,1966.00,541.00
17031832200.00,0.00,832200.00,8322.00,Census Tract 8322,41.92,-87.68,-87.68,-87.68,41.92,41.92,0.00,0.01,0.08,0.04,0.06,0.02,0.04,0.09,0.24,0.24,0.11,0.06,0.02,0.05,0.92,0.88,0.01,0.03,0.67,0.18,0.52,0.15,0.33,0.04,0.01,0.00,0.81,0.02,0.48,0.58,0.03,0.01,0.74,0.34,0.03,0.83,0.02,0.00,0.03,0.19,409.00,288.00,30.70,91723.00,138541.00,1627.00,2.20,2.80,4.60,612300.00,3157.00,"1,500+",1336.00,3392.00,438.00,420.00,1481.00,3397.00,79.00,31.20,2097.00,1378.00
17031832300.00,0.00,832300.00,8323.00,Census Tract 8323,41.92,-87.67,-87.67,-87.68,41.92,41.92,0.00,0.01,0.10,0.03,0.07,0.01,0.05,0.13,0.25,0.20,0.06,0.06,0.02,0.03,0.96,0.86,0.01,0.01,0.58,0.21,0.48,0.19,0.30,0.09,0.01,0.00,0.82,0.03,0.53,0.46,0.02,0.01,0.73,0.31,0.05,0.81,0.02,0.00,0.09,0.25,227.00,128.00,34.60,105556.00,139524.00,967.00,3.20,4.30,4.90,500000.00,2819.00,925.00,1767.00,2094.00,345.00,301.00,890.00,2111.00,113.90,31.70,1856.00,1336.00
17031832400.00,0.00,832400.00,8324.00,Census Tract 8324,41.92,-87.69,-87.69,-87.70,41.92,41.91,0.00,0.02,0.07,0.03,0.08,0.04,0.04,0.11,0.30,0.17,0.11,0.01,0.03,0.02,0.90,0.76,0.02,0.02,0.46,0.19,0.43,0.18,0.16,0.04,0.02,0.00,0.88,0.03,0.59,0.52,0.05,0.04,0.64,0.28,0.07,0.78,0.05,0.00,0.08,0.32,247.00,227.00,33.90,95547.00,115859.00,1463.00,3.70,7.40,5.00,336400.00,2028.00,713.00,1548.00,2926.00,752.00,614.00,1193.00,2926.00,94.30,32.10,1449.00,1017.00
17031832500.00,0.00,832500.00,8325.00,Census Tract 8325,41.92,-87.66,-87.66,-87.67,41.92,41.92,0.00,0.03,0.07,0.03,0.07,0.01,0.03,0.15,0.30,0.20,0.08,0.03,0.01,0.10,0.97,0.85,0.00,0.04,0.52,0.15,0.48,0.23,0.34,0.04,0.03,0.00,0.74,0.12,0.55,0.41,0.06,0.02,0.72,0.39,0.13,0.89,0.07,0.01,0.01,0.08,290.00,401.00,33.30,116935.00,168175.00,1458.00,0.00,0.00,4.90,677000.00,3549.00,"1,500+",1452.00,3209.00,341.00,306.00,1411.00,3732.00,109.30,30.10,1924.00,852.00
17031832600.00,0.00,832600.00,8326.00,Census Tract 8326,41.91,-87.65,-87.65,-87.66,41.92,41.91,0.00,0.01,0.05,0.04,0.09,0.01,0.03,0.15,0.36,0.15,0.05,0.06,0.00,0.04,0.98,0.95,0.01,0.01,0.49,0.16,0.50,0.20,0.19,0.03,0.00,0.00,0.76,0.02,0.52,0.64,0.01,0.01,0.91,0.41,0.08,0.89,0.01,0.00,0.06,0.04,272.00,263.00,29.00,148017.00,188488.00,1890.00,0.00,3.00,4.70,587600.00,2918.00,1413.00,1960.00,3723.00,395.00,362.00,1688.00,3728.00,76.10,29.80,1923.00,1640.00
17031832900.00,0.00,832900.00,8329.00,Census Tract 8329,41.87,-87.66,-87.66,-87.67,41.88,41.87,0.00,0.03,0.04,0.00,0.13,0.02,0.02,0.06,0.16,0.34,0.11,0.01,0.09,0.17,0.98,0.96,0.00,0.00,0.65,0.20,0.48,0.33,0.21,0.06,0.00,0.00,0.67,0.11,0.68,0.68,0.01,0.00,0.86,0.30,0.07,0.77,0.03,0.00,0.13,0.09,145.00,77.00,29.90,53911.00,95044.00,1058.00,0.00,11.90,4.80,381600.00,2928.00,846.00,1531.00,2278.00,365.00,347.00,913.00,2381.00,83.20,26.10,1960.00,473.00
17031833000.00,0.00,833000.00,8330.00,Census Tract 8330,41.89,-87.66,-87.65,-87.66,41.89,41.88,0.00,0.01,0.05,0.04,0.06,0.02,0.06,0.17,0.27,0.17,0.08,0.04,0.03,0.11,0.99,0.92,0.09,0.17,0.61,0.29,0.40,0.23,0.14,0.01,0.00,0.02,0.89,0.06,0.53,0.42,0.02,0.02,0.83,0.50,0.08,0.76,0.11,0.00,0.08,0.08,147.00,145.00,26.20,133571.00,147683.00,2375.00,0.00,1.80,3.00,419700.00,2638.00,1457.00,1960.00,3567.00,326.00,326.00,2094.00,3567.00,119.60,33.70,2214.00,1350.00
17031833100.00,0.00,833100.00,8331.00,Census Tract 8331,41.88,-87.66,-87.65,-87.66,41.88,41.88,0.00,0.03,0.10,0.00,0.05,0.03,0.02,0.18,0.25,0.22,0.06,0.03,0.03,0.13,0.97,0.87,0.02,0.00,0.37,0.11,0.45,0.16,0.15,0.02,0.01,0.02,0.84,0.06,0.51,0.36,0.02,0.06,0.75,0.30,0.09,0.69,0.12,0.00,0.16,0.09,615.00,556.00,26.70,116071.00,148297.00,3971.00,0.00,3.60,3.30,363700.00,2383.00,873.00,1776.00,6910.00,971.00,882.00,3820.00,7441.00,116.40,35.50,1960.00,1350.00
17031833300.00,0.00,833300.00,8333.00,Census Tract 8333,41.87,-87.65,-87.65,-87.66,41.87,41.87,0.00,0.00,0.03,0.03,0.06,0.03,0.02,0.05,0.19,0.31,0.20,0.06,0.01,0.17,0.96,0.89,0.01,0.01,0.63,0.25,0.44,0.31,0.26,0.02,0.03,0.01,0.78,0.06,0.69,0.74,0.02,0.02,0.73,0.11,0.12,0.51,0.06,0.00,0.38,0.09,98.00,82.00,28.80,45833.00,91850.00,1024.00,0.00,5.30,4.80,411900.00,2236.00,863.00,1442.00,2643.00,748.00,716.00,872.00,2646.00,100.50,23.30,1959.00,1219.00
17031833900.00,0.00,833900.00,8339.00,Census Tract 8339,41.73,-87.55,-87.54,-87.55,41.73,41.73,0.00,0.05,0.12,0.01,0.10,0.04,0.02,0.05,0.08,0.30,0.17,0.08,0.00,0.20,0.85,0.29,0.01,0.01,0.69,0.14,0.34,0.49,0.22,0.07,0.05,0.02,0.46,0.09,0.56,0.64,0.20,0.13,0.06,0.10,0.12,0.37,0.59,0.00,0.00,0.42,161.00,512.00,39.90,32159.00,47674.00,1080.00,0.00,4.40,5.40,256800.00,1906.00,498.00,796.00,2432.00,412.00,376.00,761.00,2441.00,67.70,31.50,988.00,355.00
17031834000.00,0.00,834000.00,8340.00,Census Tract 8340,41.73,-87.63,-87.63,-87.63,41.73,41.72,0.01,0.02,0.08,0.00,0.08,0.06,0.03,0.04,0.14,0.39,0.04,0.05,0.07,0.15,0.94,0.41,0.00,0.00,0.83,0.20,0.25,0.26,0.15,0.06,0.00,0.00,0.66,0.14,0.61,0.62,0.06,0.10,0.13,0.14,0.17,0.03,0.96,0.00,0.01,0.02,121.00,457.00,41.20,34864.00,48243.00,1480.00,0.00,15.90,5.50,194500.00,1140.00,568.00,1072.00,2956.00,21.00,21.00,1075.00,2956.00,65.50,40.50,1587.00,980.00
17031834200.00,1.00,834200.00,8342.00,Census Tract 8342,41.76,-87.58,-87.58,-87.59,41.76,41.75,0.01,0.09,0.03,0.04,0.02,0.17,0.01,0.04,0.14,0.29,0.10,0.06,0.02,0.20,0.88,0.42,0.00,0.00,0.66,0.09,0.43,0.30,0.14,0.12,0.01,0.00,0.65,0.12,0.56,0.45,0.02,0.06,0.25,0.14,0.15,0.02,0.98,0.00,0.00,0.01,316.00,727.00,35.60,33835.00,54628.00,2511.00,11.50,2.60,5.20,210100.00,1516.00,502.00,866.00,4290.00,130.00,130.00,1772.00,4310.00,65.50,39.70,1205.00,765.00
17031834300.00,0.00,834300.00,8343.00,Census Tract 8343,41.75,-87.59,-87.59,-87.60,41.75,41.74,0.00,0.05,0.08,0.01,0.08,0.06,0.00,0.09,0.07,0.37,0.07,0.06,0.07,0.20,0.93,0.58,0.01,0.03,0.35,0.06,0.35,0.26,0.22,0.06,0.01,0.01,0.73,0.18,0.56,0.46,0.04,0.09,0.26,0.19,0.24,0.02,0.97,0.00,0.01,0.01,627.00,721.00,36.70,34140.00,51404.00,2946.00,0.00,15.60,5.80,168500.00,1535.00,432.00,765.00,6379.00,120.00,120.00,2537.00,6384.00,77.10,43.20,1049.00,783.00
17031834400.00,1.00,834400.00,8344.00,Census Tract 8344,41.78,-87.60,-87.59,-87.60,41.78,41.77,0.00,0.01,0.02,0.00,0.08,0.13,0.05,0.08,0.09,0.37,0.06,0.07,0.04,0.12,0.93,0.49,0.00,0.02,0.63,0.08,0.48,0.35,0.16,0.03,0.05,0.00,0.82,0.19,0.55,0.58,0.03,0.09,0.29,0.22,0.14,0.03,0.95,0.00,0.00,0.01,272.00,858.00,40.50,38233.00,59823.00,1945.00,3.00,8.50,5.40,205600.00,1760.00,751.00,1073.00,4436.00,179.00,170.00,1686.00,4487.00,71.30,34.00,1083.00,828.00
17031834500.00,1.00,834500.00,8345.00,Census Tract 8345,41.79,-87.63,-87.62,-87.63,41.79,41.78,0.00,0.00,0.07,0.00,0.17,0.01,0.02,0.00,0.03,0.49,0.14,0.05,0.03,0.17,0.89,0.27,0.00,0.07,0.85,0.07,0.52,0.41,0.12,0.00,0.03,0.00,0.19,0.09,0.83,0.64,0.06,0.05,0.23,0.10,0.10,0.00,0.98,0.00,0.00,0.00,144.00,243.00,36.80,31483.00,37750.00,686.00,25.80,23.50,5.30,210900.00,0.00,689.00,1019.00,1273.00,11.00,11.00,469.00,1273.00,59.70,25.90,998.00,375.00
17031834600.00,1.00,834600.00,8346.00,Census Tract 8346,41.79,-87.63,-87.63,-87.64,41.79,41.78,0.00,0.15,0.03,0.00,0.10,0.10,0.03,0.06,0.04,0.21,0.11,0.14,0.05,0.18,0.85,0.20,0.00,0.00,0.78,0.10,0.28,0.52,0.13,0.02,0.04,0.01,0.56,0.19,0.63,0.54,0.06,0.13,0.04,0.17,0.17,0.07,0.92,0.00,0.00,0.06,303.00,316.00,33.90,21196.00,40076.00,1402.00,16.90,5.40,5.30,112700.00,1227.00,532.00,845.00,2491.00,41.00,41.00,958.00,2535.00,81.50,34.90,1019.00,556.00
17031834700.00,0.00,834700.00,8347.00,Census Tract 8347,41.79,-87.65,-87.64,-87.65,41.79,41.79,0.03,0.01,0.11,0.00,0.14,0.13,0.02,0.03,0.19,0.15,0.12,0.06,0.03,0.18,0.84,0.17,0.00,0.06,0.81,0.10,0.50,0.46,0.11,0.06,0.06,0.00,0.15,0.17,0.68,0.58,0.12,0.25,0.08,0.18,0.19,0.07,0.84,0.00,0.03,0.09,178.00,319.00,41.80,21802.00,40868.00,1067.00,49.30,15.40,5.10,106000.00,1100.00,476.00,888.00,1723.00,70.00,70.00,564.00,1748.00,80.00,32.40,922.00,729.00
17031834800.00,1.00,834800.00,8348.00,Census Tract 8348,41.78,-87.65,-87.64,-87.65,41.79,41.78,0.00,0.08,0.02,0.00,0.10,0.03,0.02,0.06,0.09,0.28,0.24,0.00,0.08,0.26,0.83,0.24,0.04,0.00,0.75,0.14,0.32,0.54,0.13,0.01,0.00,0.00,0.46,0.30,0.53,0.54,0.04,0.20,0.09,0.26,0.24,0.04,0.96,0.00,0.00,0.04,127.00,183.00,39.50,20559.00,29320.00,1038.00,17.60,7.70,5.20,112900.00,1081.00,510.00,729.00,1557.00,39.00,39.00,655.00,1566.00,82.90,46.20,922.00,556.00
17031834900.00,0.00,834900.00,8349.00,Census Tract 8349,41.77,-87.66,-87.65,-87.66,41.78,41.77,0.00,0.00,0.00,0.03,0.02,0.18,0.01,0.02,0.15,0.24,0.19,0.06,0.11,0.33,0.91,0.22,0.00,0.00,0.69,0.09,0.34,0.51,0.10,0.02,0.02,0.02,0.55,0.29,0.56,0.56,0.07,0.15,0.10,0.19,0.26,0.01,0.97,0.00,0.00,0.00,119.00,304.00,39.00,18401.00,27885.00,1024.00,7.60,5.20,5.10,127100.00,1189.00,479.00,685.00,1821.00,24.00,24.00,753.00,1859.00,70.20,44.20,1273.00,740.00
17031835000.00,1.00,835000.00,8350.00,Census Tract 8350,41.78,-87.69,-87.68,-87.69,41.79,41.78,0.00,0.07,0.11,0.08,0.07,0.11,0.02,0.04,0.08,0.19,0.18,0.04,0.02,0.19,0.83,0.28,0.00,0.00,0.66,0.12,0.44,0.34,0.21,0.08,0.07,0.01,0.77,0.17,0.61,0.54,0.11,0.14,0.06,0.13,0.16,0.14,0.58,0.00,0.00,0.40,378.00,974.00,42.30,26926.00,42632.00,2287.00,4.00,6.20,5.10,120400.00,1330.00,509.00,848.00,5573.00,924.00,907.00,1879.00,5579.00,94.70,30.90,930.00,826.00
17031835100.00,0.00,835100.00,8351.00,Census Tract 8351,41.79,-87.69,-87.68,-87.69,41.79,41.79,0.00,0.05,0.25,0.02,0.12,0.06,0.00,0.03,0.10,0.18,0.10,0.06,0.02,0.05,0.76,0.31,0.00,0.01,0.37,0.04,0.35,0.12,0.28,0.21,0.04,0.03,0.69,0.10,0.50,0.47,0.25,0.12,0.06,0.07,0.09,0.29,0.12,0.00,0.00,0.84,546.00,1173.00,31.90,35962.00,51420.00,1507.00,2.20,19.80,5.60,116700.00,1432.00,483.00,930.00,5796.00,2210.00,2088.00,1348.00,5809.00,100.90,30.20,885.00,670.00
17031835200.00,1.00,835200.00,8352.00,Census Tract 8352,41.80,-87.75,-87.74,-87.75,41.80,41.79,0.00,0.09,0.21,0.02,0.10,0.08,0.02,0.05,0.11,0.17,0.10,0.03,0.04,0.02,0.88,0.51,0.00,0.01,0.43,0.06,0.33,0.13,0.33,0.09,0.03,0.03,0.67,0.07,0.34,0.41,0.20,0.09,0.14,0.04,0.16,0.61,0.00,0.00,0.02,0.65,150.00,210.00,34.20,45417.00,61542.00,683.00,5.00,4.30,4.70,171000.00,1554.00,516.00,764.00,1833.00,702.00,651.00,626.00,1833.00,96.70,36.80,1355.00,903.00
17031835500.00,1.00,835500.00,8355.00,Census Tract 8355,41.82,-87.63,-87.63,-87.64,41.82,41.81,0.00,0.00,0.07,0.00,0.10,0.06,0.00,0.03,0.12,0.43,0.08,0.02,0.10,0.28,0.86,0.26,0.00,0.00,0.71,0.10,0.34,0.60,0.13,0.01,0.02,0.00,0.62,0.25,0.39,0.42,0.09,0.23,0.11,0.24,0.31,0.07,0.92,0.00,0.00,0.06,46.00,115.00,39.20,20517.00,29400.00,972.00,0.00,10.90,4.20,122400.00,1239.00,513.00,419.00,1435.00,89.00,61.00,702.00,1444.00,93.80,54.30,1047.00,284.00
17031835600.00,1.00,835600.00,8356.00,Census Tract 8356,41.80,-87.63,-87.63,-87.64,41.80,41.80,0.00,0.03,0.08,0.00,0.01,0.00,0.00,0.04,0.28,0.31,0.16,0.03,0.06,0.08,0.90,0.34,0.00,0.00,0.58,0.01,0.27,0.55,0.16,0.04,0.02,0.00,0.47,0.41,0.47,0.42,0.06,0.13,0.15,0.29,0.31,0.08,0.92,0.00,0.00,0.08,56.00,100.00,33.70,26458.00,47336.00,512.00,33.50,9.10,5.10,85000.00,780.00,405.00,719.00,910.00,34.00,34.00,343.00,910.00,104.50,44.30,1182.00,745.00
17031835700.00,1.00,835700.00,8357.00,Census Tract 8357,41.81,-87.63,-87.62,-87.63,41.82,41.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.49,0.82,0.21,0.00,0.44,1.00,0.29,0.71,0.42,0.00,0.07,0.07,0.00,0.00,0.00,0.87,0.88,0.00,0.00,0.15,0.08,0.03,0.00,1.00,0.00,0.00,0.00,17.00,207.00,N,0.00,28315.00,202.00,0.00,0.00,4.10,0.00,0.00,0.00,745.00,592.00,29.00,29.00,202.00,592.00,32.40,25.20,1047.00,419.00
17031835800.00,0.00,835800.00,8358.00,Census Tract 8358,41.81,-87.62,-87.62,-87.62,41.82,41.81,0.00,0.03,0.02,0.04,0.04,0.03,0.02,0.04,0.10,0.43,0.05,0.07,0.12,0.17,0.90,0.43,0.00,0.00,0.61,0.22,0.36,0.15,0.11,0.00,0.05,0.00,0.83,0.07,0.54,0.63,0.01,0.18,0.45,0.17,0.08,0.05,0.93,0.00,0.00,0.02,140.00,400.00,33.40,60598.00,71139.00,754.00,0.00,16.00,5.30,199300.00,2051.00,809.00,1018.00,1707.00,0.00,0.00,629.00,1707.00,74.90,29.80,1090.00,630.00
17031835900.00,1.00,835900.00,8359.00,Census Tract 8359,41.82,-87.62,-87.62,-87.63,41.82,41.82,0.00,0.02,0.10,0.03,0.15,0.03,0.02,0.03,0.14,0.28,0.12,0.04,0.05,0.26,0.85,0.31,0.00,0.03,0.83,0.14,0.46,0.54,0.14,0.00,0.01,0.00,0.75,0.27,0.63,0.53,0.04,0.16,0.18,0.20,0.20,0.03,0.89,0.00,0.01,0.01,304.00,354.00,28.20,18856.00,40235.00,1680.00,0.00,1.00,4.20,157000.00,1736.00,0.00,630.00,3146.00,36.00,22.00,1469.00,3170.00,55.30,36.80,1018.00,362.00
17031836000.00,0.00,836000.00,8360.00,Census Tract 8360,41.81,-87.61,-87.61,-87.62,41.82,41.81,0.00,0.08,0.06,0.02,0.13,0.09,0.02,0.06,0.07,0.31,0.03,0.03,0.11,0.09,0.93,0.57,0.02,0.01,0.46,0.07,0.29,0.21,0.25,0.05,0.02,0.01,0.82,0.07,0.40,0.52,0.00,0.09,0.33,0.17,0.09,0.02,0.95,0.00,0.00,0.01,307.00,408.00,44.60,60368.00,80974.00,1102.00,5.50,14.00,5.20,261400.00,1811.00,744.00,1090.00,2685.00,48.00,43.00,942.00,2685.00,79.80,34.30,1040.00,446.00
